zipcode,classification_ontime
28560,Delayed
29169,Delayed
11742,Delayed
31313,Delayed
52101,On time
2743,Delayed
12203,Delayed
64079,Delayed
33602,Delayed
97367,On time
98375,Delayed
27376,Delayed
90044,Delayed
27023,On time
71302,Delayed
85260,Delayed
44514,On time
32809,Delayed
33904,On time
91914,Delayed
34219,Delayed
85901,Delayed
27614,Delayed
60915,On time
11219,Delayed
57703,Delayed
37813,On time
89501,Delayed
33010,Delayed
48238,Delayed
32566,Delayed
36117,Delayed
90242,Delayed
70663,Delayed
89445,Delayed
12790,On time
90404,Delayed
29010,On time
11596,Delayed
62411,Delayed
74864,On time
30060,Delayed
32305,On time
41018,Delayed
3810,On time
80227,On time
4769,Delayed
1610,Delayed
49660,Delayed
11791,Delayed
19070,Delayed
30549,Delayed
40336,On time
40013,On time
47710,On time
63090,Delayed
78221,Delayed
84653,On time
75216,Delayed
22630,Delayed
53405,On time
37862,Delayed
7401,Delayed
45240,On time
51501,Delayed
84015,Delayed
78065,On time
7070,Delayed
31204,Delayed
48880,On time
37074,On time
19145,Delayed
34232,Delayed
13210,Delayed
89460,On time
60601,Delayed
98058,Delayed
75103,Delayed
30553,On time
80863,Delayed
39574,Delayed
28115,Delayed
49721,Delayed
23502,Delayed
70006,On time
95136,Delayed
77550,Delayed
83706,Delayed
73572,On time
80550,Delayed
80433,Delayed
21613,Delayed
60142,Delayed
19475,Delayed
85251,Delayed
23503,Delayed
34109,Delayed
75110,On time
11709,On time
76207,On time
92653,Delayed
92374,Delayed
25438,On time
95014,Delayed
60423,Delayed
41011,Delayed
18848,On time
11581,Delayed
98116,Delayed
16125,Delayed
75693,Delayed
60173,On time
16046,On time
27892,On time
43229,Delayed
31410,Delayed
85935,On time
91402,Delayed
53560,On time
21084,Delayed
20057,Delayed
4096,On time
5855,On time
27514,Delayed
78227,On time
98058,Delayed
18508,On time
54205,On time
45242,Delayed
59421,On time
37922,Delayed
7502,On time
64158,Delayed
60069,On time
53719,Delayed
73071,Delayed
34601,On time
71603,Delayed
88007,On time
30076,Delayed
83815,Delayed
20137,On time
29036,Delayed
27549,On time
63841,On time
55616,On time
33042,Delayed
7032,Delayed
68352,Delayed
65775,Delayed
2835,On time
77619,On time
7712,Delayed
94903,Delayed
32331,On time
35114,On time
90302,On time
22974,On time
80538,Delayed
32826,Delayed
17112,Delayed
77484,Delayed
60088,On time
55066,Delayed
78133,Delayed
53004,On time
74037,On time
7026,Delayed
91505,Delayed
29316,Delayed
95337,Delayed
48617,On time
46013,Delayed
77318,On time
72753,On time
29805,On time
79763,Delayed
39702,Delayed
77901,On time
75503,Delayed
76643,Delayed
32526,Delayed
34997,Delayed
92114,Delayed
98042,Delayed
32837,Delayed
39208,Delayed
2703,Delayed
37096,On time
48842,Delayed
61533,On time
83638,Delayed
83716,Delayed
48092,Delayed
85032,Delayed
27330,Delayed
98045,Delayed
27510,On time
77027,Delayed
56362,On time
31820,Delayed
40324,Delayed
32254,On time
24019,Delayed
46157,On time
77707,On time
78205,On time
15825,On time
55130,On time
22209,Delayed
58104,Delayed
1540,On time
7621,Delayed
7740,Delayed
13413,On time
87113,Delayed
8104,On time
2360,Delayed
48322,On time
70127,Delayed
77984,On time
55963,On time
16563,Delayed
92880,Delayed
7078,Delayed
29451,Delayed
6260,On time
7202,Delayed
90710,On time
54915,Delayed
23457,On time
92346,Delayed
47040,On time
95018,On time
56537,Delayed
6355,Delayed
75044,Delayed
74070,On time
19123,Delayed
46123,Delayed
37922,Delayed
18252,Delayed
32514,Delayed
8859,Delayed
95307,On time
94931,Delayed
61821,On time
19147,Delayed
91754,Delayed
98380,Delayed
80514,On time
79902,On time
95070,Delayed
55327,On time
33412,Delayed
85254,Delayed
3861,On time
48377,Delayed
43017,Delayed
4236,On time
2664,On time
79602,Delayed
79935,Delayed
98253,On time
95320,Delayed
60606,Delayed
91746,Delayed
17517,On time
80239,Delayed
97128,Delayed
53189,Delayed
53121,On time
64139,On time
27301,On time
90249,Delayed
8003,Delayed
11003,Delayed
76209,Delayed
4294,On time
33327,Delayed
67002,Delayed
61727,On time
53073,On time
92019,Delayed
7747,Delayed
28711,On time
33434,Delayed
27106,Delayed
33165,Delayed
7022,On time
95356,Delayed
52358,On time
92835,Delayed
78657,On time
60450,On time
94618,Delayed
82443,On time
13166,On time
32259,Delayed
11693,On time
48025,On time
70535,Delayed
77061,Delayed
7112,On time
13668,Delayed
37918,Delayed
97060,Delayed
11754,On time
27604,Delayed
28607,On time
3034,Delayed
56329,On time
48342,On time
32618,On time
92223,Delayed
7624,On time
3431,Delayed
46975,On time
7405,On time
36849,On time
78114,On time
99336,Delayed
7628,On time
33012,Delayed
11951,Delayed
84017,Delayed
14202,Delayed
32308,Delayed
29123,On time
30044,Delayed
33136,On time
32340,On time
37302,On time
33613,Delayed
12047,Delayed
73080,On time
63628,On time
52003,On time
12543,On time
27215,Delayed
45750,Delayed
44109,Delayed
10026,Delayed
19551,On time
35674,On time
45638,On time
71373,Delayed
2871,On time
59701,Delayed
13080,On time
76905,On time
28540,Delayed
94923,On time
93238,On time
37381,On time
73601,Delayed
78557,Delayed
78212,Delayed
33206,On time
84004,Delayed
74429,Delayed
44883,On time
94040,Delayed
55303,Delayed
33993,Delayed
96097,Delayed
37040,Delayed
98178,Delayed
58072,On time
49931,On time
10312,Delayed
48302,On time
67877,On time
97210,Delayed
46819,Delayed
40484,Delayed
52411,Delayed
34652,Delayed
53085,On time
48374,On time
17329,Delayed
23314,Delayed
30043,Delayed
42071,Delayed
48120,Delayed
29650,Delayed
60639,Delayed
10281,On time
33634,Delayed
17319,On time
97754,Delayed
77026,On time
1119,On time
52246,Delayed
60430,Delayed
95330,Delayed
38118,Delayed
53042,On time
45506,On time
17870,On time
29376,On time
98937,On time
91201,Delayed
72751,On time
85374,Delayed
27509,On time
8863,Delayed
92612,Delayed
42701,Delayed
47043,On time
93610,Delayed
95618,Delayed
13827,On time
86406,On time
20636,Delayed
73505,Delayed
59501,Delayed
2482,Delayed
38672,Delayed
43240,Delayed
56003,On time
22205,Delayed
47403,Delayed
67219,On time
84087,On time
94957,Delayed
10547,Delayed
3087,Delayed
80831,Delayed
20706,Delayed
97224,Delayed
34465,On time
85205,Delayed
98375,Delayed
55455,On time
33850,On time
94561,Delayed
12047,Delayed
20020,Delayed
64078,On time
6053,Delayed
33558,On time
46382,On time
95821,Delayed
20708,Delayed
48164,Delayed
70119,On time
28147,Delayed
68528,On time
14226,Delayed
33570,Delayed
79201,Delayed
78737,Delayed
29851,On time
33196,Delayed
92019,Delayed
7204,Delayed
93263,Delayed
70438,On time
64076,On time
53520,On time
97210,Delayed
31808,On time
65714,On time
43213,Delayed
28104,Delayed
32824,Delayed
8050,Delayed
90620,Delayed
70452,On time
8401,Delayed
87121,On time
77099,Delayed
75061,Delayed
80516,Delayed
32209,On time
78734,Delayed
91324,Delayed
8028,Delayed
97267,Delayed
8065,On time
18702,Delayed
29526,Delayed
54736,On time
91761,Delayed
20607,Delayed
66085,Delayed
12992,On time
95117,Delayed
55920,On time
66224,On time
30662,On time
80446,On time
1749,Delayed
90802,Delayed
84535,On time
33922,On time
32025,On time
33149,Delayed
6779,Delayed
18603,Delayed
2861,Delayed
50548,Delayed
37184,Delayed
27534,On time
15204,On time
34957,Delayed
13637,On time
71109,Delayed
73084,On time
76367,On time
76054,On time
57110,Delayed
14221,Delayed
45002,Delayed
35121,On time
11741,Delayed
7060,Delayed
30260,On time
55372,Delayed
15690,On time
78726,Delayed
34695,Delayed
7040,Delayed
77085,On time
43567,Delayed
21030,Delayed
19473,Delayed
27612,Delayed
54217,Delayed
92136,On time
6422,Delayed
30721,On time
45216,On time
15666,Delayed
17025,On time
98223,Delayed
93225,On time
33909,Delayed
14610,Delayed
7026,Delayed
63109,Delayed
23834,Delayed
77963,On time
60462,Delayed
2910,Delayed
48647,On time
77362,On time
32163,On time
75212,On time
78557,On time
45439,On time
49319,Delayed
47804,On time
95453,On time
70339,On time
7059,On time
77459,Delayed
77535,Delayed
67202,On time
47040,On time
48609,On time
48096,On time
33813,Delayed
80461,Delayed
1834,On time
13027,Delayed
33473,On time
33909,Delayed
33308,Delayed
45377,On time
8055,Delayed
13637,On time
36551,On time
85044,Delayed
46561,On time
29690,On time
53226,Delayed
34984,Delayed
77445,On time
91763,Delayed
92651,Delayed
77072,Delayed
12170,On time
76528,On time
8066,On time
21046,Delayed
43725,On time
34465,On time
77702,On time
94612,Delayed
46989,On time
30635,Delayed
33177,Delayed
16823,On time
1867,Delayed
97209,Delayed
94506,Delayed
11221,Delayed
4064,Delayed
48208,On time
75409,Delayed
29607,Delayed
38572,On time
49236,On time
74434,On time
33905,Delayed
11793,Delayed
46373,Delayed
32810,Delayed
7001,Delayed
93215,On time
76140,Delayed
59875,On time
48302,On time
7456,Delayed
37187,On time
37022,On time
49302,On time
92123,Delayed
90706,Delayed
37042,Delayed
22310,Delayed
49315,Delayed
1760,Delayed
77088,Delayed
90670,Delayed
43147,Delayed
53072,Delayed
44132,Delayed
37067,Delayed
26508,Delayed
23707,On time
29926,On time
8065,On time
45885,On time
24175,On time
33981,Delayed
17740,On time
98010,Delayed
95326,On time
22031,Delayed
62260,On time
94025,Delayed
55448,On time
15642,Delayed
24523,On time
11714,Delayed
44011,Delayed
4348,On time
54235,On time
80238,Delayed
75154,Delayed
7062,On time
68005,Delayed
20166,Delayed
79922,On time
56304,Delayed
31322,Delayed
34638,Delayed
32820,Delayed
90020,Delayed
97325,On time
14519,On time
45505,On time
74008,On time
89109,Delayed
92116,Delayed
8825,Delayed
12304,Delayed
2653,On time
37860,On time
48336,Delayed
38571,On time
8826,On time
68410,On time
20695,Delayed
2122,Delayed
42001,Delayed
62056,On time
60154,On time
25442,On time
24482,Delayed
54729,On time
27514,Delayed
65802,Delayed
32940,Delayed
83702,Delayed
98122,Delayed
90026,Delayed
11590,Delayed
22203,Delayed
65706,On time
60126,Delayed
37813,Delayed
30215,Delayed
7506,On time
91377,Delayed
79714,Delayed
30286,On time
85643,On time
22551,Delayed
60446,Delayed
85033,On time
98311,Delayed
7014,On time
51566,On time
40067,On time
57108,Delayed
92320,On time
5346,On time
45106,Delayed
60548,On time
60657,Delayed
11572,Delayed
7005,Delayed
4079,On time
2809,Delayed
28384,On time
14059,On time
10044,Delayed
85614,Delayed
53704,Delayed
23801,On time
19087,Delayed
28787,On time
48383,Delayed
42003,Delayed
47172,Delayed
75025,Delayed
84037,Delayed
6268,Delayed
55104,Delayed
7036,Delayed
17320,Delayed
14080,On time
5089,On time
57108,On time
14454,On time
76513,Delayed
94040,Delayed
90755,Delayed
85344,On time
85706,Delayed
11952,Delayed
32926,Delayed
50014,Delayed
95037,Delayed
56470,Delayed
21921,Delayed
90022,Delayed
55072,On time
38611,On time
98203,Delayed
29631,On time
24078,On time
19406,Delayed
46030,On time
68023,Delayed
61080,On time
7642,Delayed
13118,On time
89423,Delayed
78577,Delayed
78732,Delayed
76115,On time
50312,Delayed
31548,On time
19611,On time
94080,Delayed
70820,Delayed
7737,On time
75156,Delayed
1606,Delayed
60515,Delayed
41073,On time
39531,On time
13421,On time
33029,Delayed
28054,Delayed
6605,On time
33592,On time
21075,Delayed
13413,Delayed
84770,Delayed
55374,Delayed
91792,Delayed
97146,On time
92109,Delayed
1109,On time
18353,Delayed
27948,On time
21078,Delayed
60189,Delayed
48895,On time
76543,Delayed
97132,Delayed
76252,On time
26105,Delayed
91301,Delayed
53583,On time
20181,On time
49091,On time
27358,Delayed
43105,Delayed
17032,On time
98277,Delayed
11795,Delayed
94533,Delayed
40504,Delayed
53027,On time
70345,On time
22207,Delayed
10603,Delayed
28612,On time
44278,Delayed
77089,Delayed
30601,Delayed
30564,On time
13365,On time
19707,On time
60010,Delayed
97140,Delayed
1841,On time
93631,Delayed
47274,Delayed
85054,Delayed
6029,On time
30534,Delayed
31328,On time
22401,Delayed
65043,On time
65803,Delayed
21045,Delayed
35761,Delayed
97253,Delayed
91324,Delayed
85383,Delayed
47330,Delayed
6108,Delayed
2150,Delayed
91708,Delayed
79424,Delayed
73703,Delayed
78676,Delayed
7933,On time
97031,Delayed
92231,Delayed
16242,On time
37066,Delayed
27298,On time
46143,Delayed
33144,Delayed
47362,Delayed
95070,Delayed
37402,Delayed
54843,Delayed
16827,On time
94531,Delayed
25213,Delayed
20842,Delayed
56461,On time
4938,Delayed
24175,On time
79414,On time
28778,On time
60649,On time
66210,On time
2864,Delayed
37312,On time
7834,Delayed
6069,On time
60586,Delayed
83210,On time
44281,Delayed
38632,Delayed
21078,Delayed
57717,Delayed
44028,On time
33323,Delayed
90210,Delayed
97253,On time
37010,On time
10962,On time
72211,Delayed
81521,On time
53209,Delayed
30276,On time
94519,Delayed
77371,On time
11762,Delayed
29153,Delayed
61068,On time
64068,Delayed
73096,Delayed
84528,On time
2169,Delayed
46218,On time
66086,On time
81521,Delayed
14624,On time
79758,On time
77017,On time
76706,Delayed
77003,Delayed
4426,On time
23325,On time
5454,Delayed
86351,On time
48220,Delayed
78025,On time
64157,Delayed
34251,On time
76706,Delayed
37110,On time
83402,Delayed
66049,Delayed
98664,On time
18073,On time
8852,Delayed
91351,Delayed
55963,On time
12222,Delayed
29349,Delayed
33405,Delayed
23112,Delayed
27051,On time
84081,Delayed
29687,Delayed
3848,On time
14072,On time
4457,On time
73099,Delayed
50161,On time
85541,Delayed
3229,Delayed
6320,Delayed
54720,Delayed
40422,On time
35062,On time
99201,Delayed
60409,On time
66215,Delayed
23314,On time
73044,On time
78628,Delayed
3841,On time
45133,Delayed
77089,Delayed
27612,Delayed
62254,On time
70722,On time
98367,Delayed
52333,Delayed
19031,On time
18045,Delayed
11563,Delayed
98443,On time
48135,Delayed
17225,Delayed
14903,On time
36345,On time
47129,On time
47462,On time
18066,On time
85925,Delayed
17702,On time
22942,On time
20637,On time
94703,Delayed
19808,Delayed
21161,Delayed
30101,Delayed
43023,Delayed
71241,On time
52753,On time
92408,Delayed
25526,Delayed
11720,Delayed
76531,On time
44129,Delayed
92123,On time
35907,On time
77089,Delayed
30815,On time
56164,On time
33803,Delayed
99344,On time
91016,Delayed
31204,Delayed
75025,Delayed
1545,Delayed
76002,Delayed
34239,On time
11575,Delayed
85937,Delayed
1746,Delayed
90740,On time
37924,Delayed
92867,Delayed
33782,On time
54701,Delayed
11967,Delayed
43113,Delayed
89512,Delayed
31047,Delayed
91301,Delayed
6042,Delayed
10580,Delayed
20874,Delayed
97070,Delayed
38118,Delayed
1985,Delayed
94401,Delayed
86321,On time
93012,Delayed
48104,Delayed
6902,Delayed
63390,On time
6608,On time
84112,On time
46135,Delayed
32905,Delayed
14006,On time
92683,Delayed
45822,On time
44606,On time
81623,On time
10997,On time
98610,Delayed
77845,Delayed
44890,On time
7866,Delayed
51632,Delayed
46220,Delayed
92606,Delayed
79911,On time
78704,Delayed
74116,On time
91950,Delayed
36572,On time
77551,On time
38570,On time
72650,On time
32667,On time
91730,Delayed
98208,Delayed
19610,Delayed
32208,On time
80542,On time
65240,On time
91377,Delayed
15668,On time
61019,On time
44217,Delayed
79705,On time
2043,Delayed
27701,Delayed
18612,Delayed
4002,On time
33193,Delayed
10921,On time
34119,Delayed
33174,Delayed
75201,Delayed
90047,Delayed
48045,Delayed
27265,Delayed
7762,On time
24151,Delayed
31768,On time
30260,Delayed
46204,On time
53186,On time
8244,On time
76022,Delayed
66071,On time
84115,On time
65065,Delayed
3235,On time
26003,Delayed
30558,On time
70072,Delayed
95139,Delayed
46350,Delayed
97124,Delayed
46113,On time
45015,On time
10924,On time
2467,Delayed
30643,On time
2054,On time
2818,Delayed
2322,On time
75104,Delayed
93451,On time
1590,On time
14901,On time
19540,On time
48236,Delayed
63379,Delayed
55901,Delayed
75789,On time
2461,On time
19438,Delayed
55315,On time
32080,On time
90404,Delayed
18040,On time
31522,On time
37062,On time
28904,On time
91506,Delayed
19150,Delayed
75241,On time
27870,On time
3102,Delayed
11435,Delayed
98944,Delayed
77523,Delayed
75840,Delayed
53076,On time
98236,On time
80012,Delayed
7005,On time
35121,Delayed
77498,Delayed
78064,On time
53090,Delayed
48180,Delayed
8512,On time
78730,Delayed
70114,On time
21794,On time
45213,On time
12801,On time
7830,Delayed
17113,On time
6479,On time
77044,Delayed
21863,On time
33187,On time
55101,On time
90232,Delayed
94131,Delayed
84049,On time
48320,Delayed
97520,Delayed
48150,Delayed
44052,Delayed
54024,On time
39705,Delayed
43515,On time
93301,Delayed
45505,On time
55125,Delayed
13815,On time
30260,Delayed
38138,Delayed
79904,On time
85308,Delayed
65459,On time
64701,On time
76118,Delayed
21154,On time
63055,Delayed
7647,On time
99206,Delayed
91792,Delayed
73107,Delayed
71403,On time
45373,Delayed
60443,Delayed
6525,Delayed
22303,On time
99037,Delayed
3874,On time
14424,On time
7063,On time
70065,Delayed
33417,Delayed
23238,Delayed
32829,Delayed
60621,On time
22025,On time
43812,On time
32119,Delayed
6013,On time
22920,On time
53073,On time
37166,On time
32736,On time
54806,Delayed
45230,Delayed
92865,Delayed
64454,On time
6355,Delayed
30739,On time
83101,On time
95828,Delayed
78411,Delayed
2121,Delayed
67156,On time
2816,Delayed
5401,Delayed
29401,Delayed
95667,Delayed
2121,On time
29340,Delayed
15203,Delayed
29582,On time
32726,On time
4090,On time
13350,On time
73089,On time
2332,Delayed
75209,Delayed
56573,On time
97367,On time
38866,On time
78254,Delayed
19602,On time
52722,Delayed
50061,On time
37215,Delayed
37086,On time
7016,Delayed
78629,On time
53105,On time
18940,Delayed
2822,Delayed
3055,Delayed
11780,Delayed
93458,On time
93662,On time
89141,Delayed
55987,Delayed
11374,Delayed
64118,Delayed
8203,On time
37380,On time
68066,On time
90089,Delayed
91746,On time
55057,Delayed
20912,Delayed
81240,On time
92131,Delayed
17851,On time
46805,On time
44333,Delayed
97023,On time
1850,Delayed
90036,Delayed
66762,Delayed
34945,On time
64154,Delayed
63135,On time
64744,On time
20190,Delayed
15229,Delayed
49920,On time
54406,On time
33021,Delayed
25312,On time
81631,On time
75503,Delayed
54656,On time
77705,Delayed
7033,Delayed
86324,On time
2814,On time
27403,Delayed
92234,Delayed
53225,Delayed
39567,On time
38849,On time
63379,Delayed
14075,Delayed
62025,Delayed
22664,On time
90660,Delayed
23223,Delayed
22306,Delayed
99109,Delayed
55904,Delayed
33069,Delayed
7403,On time
39730,On time
33765,On time
39532,Delayed
8022,On time
18102,Delayed
